Name,Type,Details,Price,EMI,Discount,Location
2020 Maruti Swift,VXI Manual,"1,550 km1st OwnerPetrol","₹627,799","₹13,965/month"," ₹12,000 OFF",Mumbai
2016 Hyundai Grand i10,SPORTS 1.2 VTVT Manual,"53,881 km1st OwnerPetrol","₹408,799","₹9,094/month"," ₹12,000 OFF",Mumbai
2017 Maruti Baleno,ZETA 1.2 K12 Manual,"48,530 km1st OwnerPetrol","₹533,999","₹11,879/month"," ₹29,000 OFF",Mumbai
2018 Maruti Ciaz,ZETA 1.4 VVT AMT Automatic,"31,002 km1st OwnerPetrol","₹808,499","₹17,985/month"," ₹9,000 OFF",Mumbai
2017 Honda City,ZX CVT Automatic,"44,106 km1st OwnerPetrol","₹911,099","₹20,267/month"," ₹5,000 OFF",Mumbai
2019 Renault Kwid,RXL Manual,"10,737 km1st OwnerPetrol","₹390,599","₹8,689/month"," ₹15,000 OFF",Mumbai
2017 Maruti Vitara Brezza,VDI OPT Manual,"46,304 km1st OwnerDiesel","₹670,499","₹14,915/month"," ₹43,000 OFF",Mumbai
2019 Honda Amaze,VX AT I DTEC Automatic,"23,810 km2nd OwnerDiesel","₹775,499","₹17,251/month"," ₹50,000 OFF",Mumbai
,,,,,,Mumbai
,,,,,,Mumbai
2018 Hyundai Verna,1.6 CRDI SX + AT Automatic,"12,729 km1st OwnerDiesel","₹1,084,299","₹24,120/month"," ₹38,000 OFF",Mumbai
2013 Hyundai i20,SPORTZ 1.2 VTVT Manual,"22,785 km2nd OwnerPetrol","₹373,999","₹8,319/month"," ₹5,000 OFF",Mumbai
2018 Honda Amaze,1.2 VXMT I VTEC Manual,"14,604 km1st OwnerPetrol","₹640,799","₹14,254/month"," ₹33,000 OFF",Mumbai
2018 Maruti Ciaz,ALPHA 1.3 DDIS SHVS Manual,"15,511 km1st OwnerDiesel","₹898,799","₹19,993/month"," ₹50,000 OFF",Mumbai
2011 Hyundai i10,SPORTZ 1.2 AT KAPPA2 Automatic,"23,073 km2nd OwnerPetrol","₹228,699","₹5,087/month"," ₹12,000 OFF",Mumbai
2012 Maruti Swift Dzire,VXI 1.2 BS IV Manual,"49,478 km1st OwnerPetrol","₹364,099","₹8,099/month"," ₹29,000 OFF",Mumbai
2016 Hyundai Grand i10,ASTA AT 1.2 KAPPA VTVT Manual,"29,826 km1st OwnerPetrol","₹419,999","₹9,343/month"," ₹50,000 OFF",Mumbai
2014 Hyundai Grand i10,MAGNA 1.2 KAPPA VTVT Manual,"52,072 km1st OwnerPetrol","₹402,899","₹8,962/month"," ₹8,000 OFF",Mumbai
2019 Ford Ecosport,1.5 TITANIUM THUNDER EDITION TI TDCI Manual,"17,152 km1st OwnerDiesel","₹926,299","₹20,605/month"," ₹5,000 OFF",Mumbai
2019 Renault Kwid,RXT 1.0 EASY-R AT OPTION Automatic,"7,547 km1st OwnerPetrol","₹483,599","₹10,757/month"," ₹5,000 OFF",Mumbai
2018 Maruti Swift,VDI Manual,"5,284 km1st OwnerDiesel","₹650,399","₹14,468/month"," ₹5,000 OFF",Mumbai
2015 Maruti Celerio,VXI Manual,"21,306 km1st OwnerPetrol","₹378,199","₹8,413/month"," ₹20,000 OFF",Mumbai
2017 Hyundai Grand i10,Sportz(O) 1.2 MT Manual,"8,592 km1st OwnerPetrol","₹504,199","₹11,216/month"," ₹14,000 OFF",Mumbai
2013 Maruti Swift,VDI Manual,"35,212 km1st OwnerDiesel","₹414,199","₹9,214/month"," ₹5,000 OFF",Mumbai
2013 Honda Brio,1.2 VX AT I VTEC Automatic,"56,857 km1st OwnerPetrol","₹342,199","₹7,612/month"," ₹37,000 OFF",Mumbai
2018 Maruti Vitara Brezza,ZDI + AMT Automatic,"35,944 km1st OwnerDiesel","₹946,499","₹21,054/month"," ₹19,000 OFF",Mumbai
2017 Maruti Alto K10,LXI CNG (O) Manual,"1,519 km1st OwnerPetrol + CNG","₹357,699","₹7,957/month"," ₹5,000 OFF",Mumbai
2016 Datsun Redi Go,T (O) Manual,"48,135 km1st OwnerPetrol","₹232,599","₹5,174/month"," ₹13,000 OFF",Mumbai
2014 Maruti Wagon R Stingray,VXI Manual,"59,494 km1st OwnerPetrol + CNG","₹324,999","₹7,229/month"," ₹5,000 OFF",Mumbai
2017 Volkswagen Polo,GT TSI 1.2 PETROL AT Automatic,"12,773 km1st OwnerPetrol","₹747,099","₹16,619/month"," ₹40,000 OFF",Mumbai
,,,,,,Mumbai
,,,,,,Mumbai
2017 Renault Kwid,RXT Manual,"29,055 km1st OwnerPetrol","₹319,999","₹7,118/month"," ₹5,000 OFF",Mumbai
2019 Maruti New  Wagon-R,VXI 1.0 ,"3,555 km1st OwnerPetrol","₹521,899","₹11,609/month"," ₹30,000 OFF",Mumbai
2020 Maruti New  Wagon-R,LXI CNG 1.0 L Manual,"9,595 km1st OwnerPetrol + CNG","₹589,399","₹13,111/month"," ₹31,000 OFF",Mumbai
2016 Maruti Wagon R 1.0,VXI AMT Automatic,"19,759 km1st OwnerPetrol","₹413,399","₹9,196/month"," ₹22,000 OFF",Mumbai
2017 Maruti IGNIS,DELTA 1.2 K12 Manual,"12,099 km1st OwnerPetrol","₹476,599","₹10,602/month"," ₹5,000 OFF",Mumbai
2017 Maruti Celerio,VXI CNG Manual,"25,109 km1st OwnerPetrol + CNG","₹429,399","₹9,552/month"," ₹16,000 OFF",Mumbai
2017 Maruti Ertiga,VDI SHVS Manual,"46,339 km1st OwnerDiesel","₹770,599","₹17,142/month"," ₹5,000 OFF",Mumbai
2018 Maruti Ciaz,DELTA 1.5 SHVS VVT Manual,"14,122 km1st OwnerPetrol","₹712,699","₹15,854/month"," ₹14,000 OFF",Mumbai
2017 Hyundai Elite i20,SPORTZ 1.4 Manual,"68,595 km2nd OwnerDiesel","₹592,399","₹13,178/month"," ₹50,000 OFF",Mumbai
2015 BMW 3 Series,320D LUXURYLINE Automatic,"63,677 km2nd OwnerDiesel","₹1,398,899","₹31,118/month"," ₹17,000 OFF",Mumbai
2017 Hyundai Creta,1.6 E + VTVT Manual,"24,626 km1st OwnerPetrol","₹821,899","₹18,283/month"," ₹44,000 OFF",Mumbai
2017 Hyundai Elite i20,SPORTZ 1.2 Manual,"6,610 km1st OwnerPetrol","₹593,799","₹13,209/month"," ₹20,000 OFF",Mumbai
2016 Honda BR-V,1.5 i-VTEC V CVT Automatic,"35,112 km1st OwnerPetrol","₹781,999","₹17,395/month"," ₹42,000 OFF",Mumbai
2015 Hyundai Verna,FLUIDIC 1.6 VTVT S (O)  MT Manual,"25,274 km1st OwnerPetrol","₹504,299","₹11,218/month"," ₹27,000 OFF",Mumbai
2019 Volkswagen Polo,GT TSI Automatic,"35,675 km1st OwnerPetrol","₹770,199","₹17,133/month"," ₹5,000 OFF",Mumbai
2016 Hyundai Elite i20,SPORTZ 1.2 Manual,"56,445 km2nd OwnerPetrol","₹493,899","₹10,987/month"," ₹23,000 OFF",Mumbai
2021 Maruti XL6,ALPHA AT SHVS Automatic,"9,153 km1st OwnerPetrol","₹1,190,299","₹26,478/month"," ₹5,000 OFF",Mumbai
2014 Maruti Ciaz,ZXI Manual,"93,091 km1st OwnerPetrol","₹515,499","₹11,467/month"," ₹29,000 OFF",Mumbai
2018 Maruti S Cross,SIGMA SHVS Manual,"37,002 km1st OwnerDiesel","₹780,199","₹17,355/month"," ₹39,000 OFF",Mumbai
2016 Maruti Ertiga,ZDI SHVS Manual,"51,157 km1st OwnerDiesel","₹781,099","₹17,375/month"," ₹40,000 OFF",Mumbai
,,,,,,Mumbai
,,,,,,Mumbai
2015 Maruti Ciaz,VDI Manual,"161,918 km1st OwnerDiesel","₹528,299","₹11,752/month"," ₹28,000 OFF",Mumbai
2019 Hyundai Grand i10,MAGNA 1.2 KAPPA VTVT Manual,"7,469 km1st OwnerPetrol","₹540,199","₹12,016/month"," ₹30,000 OFF",Mumbai
2017 Maruti Dzire,VXI AMT Automatic,"67,513 km1st OwnerPetrol","₹620,599","₹13,805/month"," ₹49,000 OFF",Mumbai
2019 Hyundai VENUE,1.0L Turbo GDI SX(O) MT Manual,"8,924 km1st OwnerPetrol","₹989,499","₹22,011/month"," ₹50,000 OFF",Mumbai
2017 Hyundai New Elantra,1.6 SX AT O Automatic,"69,070 km1st OwnerDiesel","₹1,168,099","₹25,984/month"," ₹5,000 OFF",Mumbai
2018 Hyundai Verna,1.6 SX (O) CRDI MT Manual,"35,363 km1st OwnerDiesel","₹1,030,799","₹22,930/month"," ₹50,000 OFF",Mumbai
2014 Maruti Celerio,VXI Manual,"33,246 km1st OwnerPetrol","₹407,599","₹9,067/month"," ₹15,000 OFF",Mumbai
2019 Hyundai Elite i20,1.2 SPORTS PLUS VTVT Manual,"13,240 km1st OwnerPetrol","₹734,099","₹16,330/month"," ₹17,000 OFF",Mumbai
2018 Tata NEXON,XZA + 1.2 PETROL A/T Automatic,"18,534 km1st OwnerPetrol","₹859,199","₹19,112/month"," ₹5,000 OFF",Mumbai
2019 KIA SELTOS,HTK 1.5 PETROL Manual,"12,872 km1st OwnerPetrol","₹1,203,199","₹26,764/month"," ₹6,000 OFF",Mumbai
2014 Ford Ecosport,1.5 TREND TI VCT Manual,"41,955 km1st OwnerPetrol","₹451,099","₹10,034/month"," ₹34,000 OFF",Mumbai
2018 Maruti Baleno,DELTA 1.2 K12 Manual,"25,115 km1st OwnerPetrol","₹600,899","₹13,367/month"," ₹6,000 OFF",Mumbai
2019 KIA SELTOS,HTX+ AT 1.5 DIESEL Automatic,"34,292 km1st OwnerDiesel","₹1,612,099","₹35,860/month"," ₹49,000 OFF",Mumbai
2019 KIA SELTOS,GTX 1.4 GDI AT PETROL Automatic,"20,989 km1st OwnerPetrol","₹1,554,799","₹34,586/month"," ₹28,000 OFF",Mumbai
2020 Maruti Dzire,VXI AMT Automatic,"15,315 km1st OwnerPetrol","₹662,899","₹14,746/month"," ₹31,000 OFF",Mumbai
2018 Ford Ecosport,TREND + 1.5 TI VCT AT Manual,"20,282 km2nd OwnerPetrol","₹720,999","₹16,038/month"," ₹31,000 OFF",Mumbai
2017 Maruti IGNIS,ZETA 1.2 K12 AMT Automatic,"16,256 km1st OwnerPetrol","₹532,899","₹11,854/month"," ₹33,000 OFF",Mumbai
2017 Maruti IGNIS,DELTA 1.2 K12 Manual,"24,753 km1st OwnerPetrol","₹504,599","₹11,225/month"," ₹23,000 OFF",Mumbai
2017 Maruti IGNIS,DELTA 1.2 K12 Manual,"41,139 km1st OwnerPetrol","₹493,599","₹10,980/month"," ₹23,000 OFF",Mumbai
2015 Hyundai Grand i10,ASTA 1.2 VTVT Manual,"80,058 km1st OwnerPetrol","₹387,099","₹8,611/month"," ₹19,000 OFF",Mumbai
,,,,,,Mumbai
,,,,,,Mumbai
2018 Nissan Micra,XL CVT (PETROL) Automatic,"14,360 km1st OwnerPetrol","₹622,099","₹13,838/month"," ₹38,000 OFF",Mumbai
2018 Maruti Baleno,ZETA 1.2 K12 Manual,"23,172 km1st OwnerPetrol","₹637,699","₹14,185/month"," ₹14,000 OFF",Mumbai
2016 Hyundai Elite i20,SPORTZ 1.2 Manual,"84,580 km1st OwnerPetrol","₹559,999","₹12,457/month"," ₹19,000 OFF",Mumbai
2017 Hyundai Elite i20,ASTA 1.2 Manual,"25,111 km1st OwnerPetrol","₹609,299","₹13,554/month"," ₹12,000 OFF",Mumbai
2017 Maruti IGNIS,DELTA 1.2 K12 Manual,"30,608 km1st OwnerPetrol","₹415,099","₹9,234/month"," ₹22,000 OFF",Mumbai
2012 Hyundai i20,MAGNA O 1.2 Manual,"31,372 km1st OwnerPetrol","₹397,199","₹8,835/month"," ₹21,000 OFF",Mumbai
2015 Honda Brio,1.2 S MT I VTEC Manual,"41,406 km1st OwnerPetrol","₹358,199","₹7,968/month"," ₹19,000 OFF",Mumbai
2018 Hyundai Elite i20,ASTA 1.2 AT ,"10,222 km1st OwnerPetrol","₹772,099","₹17,175/month"," ₹5,000 OFF",Mumbai
2017 Maruti Baleno,DELTA 1.2 K12 Manual,"19,149 km1st OwnerPetrol","₹587,199","₹13,062/month"," ₹14,000 OFF",Mumbai
2020 MG HECTOR,SMART DCT PETROL Automatic,"9,047 km1st OwnerPetrol","₹1,626,099","₹36,172/month"," ₹50,000 OFF",Mumbai
2016 Maruti Baleno,DELTA 1.2 K12 Manual,"58,063 km2nd OwnerPetrol","₹548,399","₹12,199/month"," ₹5,000 OFF",Mumbai
2016 Toyota Fortuner,3.0 AT 4X2 Automatic,"171,099 km1st OwnerDiesel","₹1,747,199","₹38,865/month"," ₹50,000 OFF",Mumbai
2014 Honda Amaze,1.5 SX MT I DTEC Manual,"54,831 km1st OwnerDiesel","₹369,499","₹8,219/month"," ₹34,000 OFF",Mumbai
2016 Maruti Baleno,DELTA DDIS 190 Manual,"96,899 km1st OwnerDiesel","₹568,999","₹12,657/month"," ₹5,000 OFF",Mumbai
2018 Maruti Swift,VXI Manual,"108,532 km1st OwnerPetrol","₹537,299","₹11,952/month"," ₹29,000 OFF",Mumbai
2012 Maruti Alto,LXI Manual,"5,126 km1st OwnerPetrol","₹203,899","₹4,536/month"," ₹28,000 OFF",Mumbai
2019 Maruti Baleno,ZETA 1.2 K12 Manual,"10,357 km1st OwnerPetrol","₹698,299","₹15,533/month"," ₹23,000 OFF",Mumbai
2016 Maruti Celerio,VXI AMT Automatic,"51,815 km2nd OwnerPetrol","₹391,399","₹8,706/month"," ₹18,000 OFF",Mumbai
2017 Maruti Baleno,DELTA 1.2 K12 Manual,"18,994 km1st OwnerPetrol","₹609,299","₹13,554/month"," ₹45,000 OFF",Mumbai
2018 Ford Ecosport,1.0 ECOBOOST TITANIUM SPORTS(SUNROOF) Manual,"17,005 km2nd OwnerPetrol","₹915,199","₹20,358/month"," ₹5,000 OFF",Mumbai
,,,,,,Mumbai
,,,,,,Mumbai
2017 Maruti Vitara Brezza,VDI Manual,"24,367 km1st OwnerDiesel","₹714,899","₹15,903/month"," ₹50,000 OFF",Mumbai
2019 Maruti Vitara Brezza,VDI AMT Manual,"67,109 km1st OwnerDiesel","₹775,099","₹17,242/month"," ₹18,000 OFF",Mumbai
2020 Maruti Vitara Brezza,ZXI + Manual,"18,943 km1st OwnerPetrol","₹917,499","₹20,409/month"," ₹5,000 OFF",Mumbai
2017 Maruti S Cross,ZETA SHVS Manual,"80,900 km1st OwnerDiesel","₹854,099","₹18,999/month"," ₹5,000 OFF",Mumbai
2017 Maruti Baleno,DELTA 1.2 K12 Manual,"21,954 km1st OwnerPetrol","₹555,599","₹12,359/month"," ₹5,000 OFF",Mumbai
2020 KIA SELTOS,GTX + AT PETROL ,"2,787 km1st OwnerPetrol","₹1,969,399","₹43,808/month"," ₹45,000 OFF",Mumbai
2017 Maruti Swift,ZXI Manual,"14,505 km1st OwnerPetrol","₹543,299","₹12,085/month"," ₹38,000 OFF",Mumbai
2013 Maruti Swift Dzire,VDI BS IV Manual,"74,296 km1st OwnerDiesel","₹528,199","₹11,749/month"," ₹50,000 OFF",Mumbai
2016 Hyundai Grand i10,ASTA 1.2 (O) VTVT Manual,"46,758 km1st OwnerPetrol","₹463,799","₹10,317/month"," ₹5,000 OFF",Mumbai
2020 Ford Ecosport,1.5TITANIUM TDCI Manual,"7,261 km1st OwnerDiesel","₹1,011,099","₹22,491/month"," ₹32,000 OFF",Mumbai
2017 Hyundai Grand i10,magna 1.2 crdi Manual,"32,683 km1st OwnerDiesel","₹489,199","₹10,882/month"," ₹33,000 OFF",Mumbai
2016 Maruti Celerio,ZXI Manual,"39,682 km1st OwnerPetrol","₹419,599","₹9,334/month"," ₹18,000 OFF",Mumbai
2015 Maruti Alto K10,VXI Manual,"64,611 km1st OwnerPetrol","₹313,999","₹6,985/month"," ₹6,000 OFF",Mumbai
2017 Hyundai Grand i10,MAGNA 1.2 KAPPA VTVT Manual,"20,910 km1st OwnerPetrol","₹499,799","₹11,118/month"," ₹12,000 OFF",Mumbai
2019 Maruti Baleno,ZETA 1.2 K12 Manual,"10,458 km1st OwnerPetrol","₹695,599","₹15,473/month"," ₹11,000 OFF",Mumbai
2019 Renault Kwid,RXT 1.0 EASY-R AT OPTION Automatic,"17,595 km1st OwnerPetrol","₹426,299","₹9,483/month"," ₹23,000 OFF",Mumbai
2017 Maruti Vitara Brezza,VDI OPT Manual,"98,197 km1st OwnerDiesel","₹754,699","₹16,788/month"," ₹40,000 OFF",Mumbai
2015 Hyundai Grand i10,ASTA 1.2 KAPPA VTVT Manual,"63,175 km3rd OwnerPetrol","₹428,999","₹9,543/month"," ₹16,000 OFF",Mumbai
2017 Maruti Alto 800,LXI OPT Manual,"54,305 km1st OwnerPetrol","₹300,099","₹6,676/month"," ₹11,000 OFF",Mumbai
2018 Maruti Dzire,VDI AMT Automatic,"38,211 km1st OwnerDiesel","₹737,899","₹16,414/month"," ₹38,000 OFF",Mumbai
,,,,,,Mumbai
,,,,,,Mumbai
2016 Hyundai Grand i10,ASTA 1.2 (O) VTVT Manual,"36,247 km2nd OwnerPetrol","₹485,199","₹10,793/month"," ₹20,000 OFF",Mumbai
2018 Maruti Vitara Brezza,ZDI+ DUAL TONE AMT ,"38,175 km1st OwnerDiesel","₹921,299","₹20,494/month"," ₹50,000 OFF",Mumbai
2018 Maruti Celerio,VXI AMT Automatic,"20,753 km2nd OwnerPetrol","₹463,399","₹10,308/month"," ₹10,000 OFF",Mumbai
2019 Hyundai NEW SANTRO,SPORTZ 1.1 ,"2,639 km1st OwnerPetrol","₹549,399","₹12,221/month"," ₹5,000 OFF",Mumbai
2017 Hyundai Creta,1.6 CRDI SX PLUS AUTO Automatic,"97,226 km1st OwnerDiesel","₹1,128,199","₹25,096/month"," ₹10,000 OFF",Mumbai
2018 Maruti Dzire,VDI Manual,"64,285 km1st OwnerDiesel","₹730,799","₹16,256/month"," ₹17,000 OFF",Mumbai
2019 Ford Ecosport,1.5 TITANIUM PLUS TI VCT AT Manual,"22,773 km1st OwnerPetrol","₹957,199","₹21,292/month"," ₹5,000 OFF",Mumbai
2014 Maruti Alto 800,LXI Manual,"46,886 km2nd OwnerPetrol","₹269,899","₹6,004/month"," ₹20,000 OFF",Mumbai
2013 Maruti Swift Dzire,VXI 1.2 BS IV Manual,"27,784 km1st OwnerPetrol","₹459,199","₹10,215/month"," ₹25,000 OFF",Mumbai
2017 Maruti Alto 800,VXI Manual,"33,925 km1st OwnerPetrol","₹303,199","₹6,744/month"," ₹16,000 OFF",Mumbai
2017 Maruti Celerio,ZXI Manual,"4,520 km1st OwnerPetrol","₹461,499","₹10,266/month"," ₹12,000 OFF",Mumbai
2018 Maruti Celerio,ZXI Manual,"10,199 km1st OwnerPetrol","₹456,199","₹10,148/month"," ₹38,000 OFF",Mumbai
2015 Maruti Alto 800,LXI Manual,"32,560 km2nd OwnerPetrol","₹258,399","₹5,748/month"," ₹17,000 OFF",Mumbai
2015 Maruti Alto K10,VXI Manual,"25,490 km1st OwnerPetrol","₹326,399","₹7,261/month"," ₹21,000 OFF",Mumbai
2017 Hyundai Grand i10,SPORTZ (O) 1.2 AT VTVT Manual,"27,268 km1st OwnerPetrol","₹546,599","₹12,159/month"," ₹35,000 OFF",Mumbai
2015 Maruti Alto K10,VXI AMT Manual,"9,226 km1st OwnerPetrol","₹336,599","₹7,487/month"," ₹10,000 OFF",Mumbai
2018 Maruti Alto K10,VXI (O) AMT Manual,"19,746 km1st OwnerPetrol","₹381,199","₹8,480/month"," ₹5,000 OFF",Mumbai
2018 Maruti Alto K10,VXI (O) AMT Manual,"14,908 km3rd OwnerPetrol","₹384,699","₹8,557/month"," ₹25,000 OFF",Mumbai
2017 Maruti Alto 800,LXI Manual,"18,797 km1st OwnerPetrol","₹323,899","₹7,205/month"," ₹15,000 OFF",Mumbai
2018 Maruti Alto 800,LXI Manual,"27,957 km1st OwnerPetrol","₹324,299","₹7,214/month"," ₹18,000 OFF",Mumbai
,,,,,,Mumbai
,,,,,,Mumbai
2017 Maruti Alto 800,LXI Manual,"22,244 km1st OwnerPetrol","₹326,599","₹7,265/month"," ₹15,000 OFF",Mumbai
2014 Maruti Celerio,VXI Manual,"64,208 km1st OwnerPetrol","₹384,899","₹8,562/month"," ₹28,000 OFF",Mumbai
2012 Hyundai i20,SPORTZ 1.2 VTVT Manual,"23,044 km1st OwnerPetrol","₹332,299","₹7,392/month"," ₹5,000 OFF",Mumbai
2016 Hyundai Elite i20,ASTA 1.2 (O) Manual,"44,528 km3rd OwnerPetrol","₹540,799","₹12,030/month"," ₹15,000 OFF",Mumbai
2019 Maruti Ertiga,ZDI PLUS SHVS Manual,"24,585 km1st OwnerDiesel","₹1,206,899","₹26,847/month"," ₹38,000 OFF",Mumbai
2019 Maruti Vitara Brezza,ZDI Manual,"31,803 km1st OwnerDiesel","₹916,799","₹20,394/month"," ₹8,000 OFF",Mumbai
2014 Maruti Wagon R 1.0,VXI Manual,"73,032 km1st OwnerPetrol","₹320,099","₹7,120/month"," ₹17,000 OFF",Mumbai
2017 Honda Jazz,1.2 V AT Automatic,"48,106 km2nd OwnerPetrol","₹606,299","₹13,487/month"," ₹30,000 OFF",Mumbai
2012 Volkswagen Polo,HIGHLINE1.2L DIESEL Manual,"67,595 km2nd OwnerDiesel","₹258,399","₹5,748/month"," ₹5,000 OFF",Mumbai
2013 Skoda Rapid,1.6 TDI MT AMBITION PLUS Manual,"79,565 km1st OwnerDiesel","₹372,999","₹8,297/month"," ₹20,000 OFF",Mumbai
2011 Honda City,S MT PETROL Manual,"101,973 km2nd OwnerPetrol","₹306,899","₹6,827/month"," ₹17,000 OFF",Mumbai
2018 Tata Tiago,XE 1.2 REVOTRON Manual,"12,651 km1st OwnerPetrol","₹377,999","₹8,408/month"," ₹18,000 OFF",Mumbai
2020 KIA SELTOS,HTK 1.5 PETROL Manual,"22,656 km1st OwnerPetrol","₹1,195,699","₹26,598/month"," ₹32,000 OFF",Mumbai
2016 Volkswagen Ameo,HIGHLINE 1.2 Manual,"52,783 km1st OwnerPetrol","₹456,499","₹10,155/month"," ₹10,000 OFF",Mumbai
2015 Skoda Octavia,ELEGANCE 1.8 TSI AT Automatic,"93,768 km1st OwnerPetrol","₹803,499","₹17,873/month",,Mumbai
2015 Maruti Ciaz,ZDI+ SHVS Manual,"125,499 km1st OwnerDiesel","₹589,299","₹13,109/month"," ₹31,000 OFF",Mumbai
2016 Volkswagen Ameo,HIGHLINE 1.2 Manual,"39,132 km2nd OwnerPetrol","₹474,499","₹10,555/month"," ₹10,000 OFF",Mumbai
2015 Maruti Swift Dzire,VXI 1.2 BS IV Manual,"95,918 km1st OwnerPetrol","₹422,999","₹9,409/month"," ₹31,000 OFF",Mumbai
2017 Maruti Swift,VXI LIMITED EDITION Manual,"28,108 km1st OwnerPetrol","₹416,699","₹9,269/month"," ₹22,000 OFF",Mumbai
2014 Maruti Celerio,VXI AMT Automatic,"15,647 km1st OwnerPetrol","₹370,399","₹8,239/month"," ₹12,000 OFF",Mumbai
,,,,,,Mumbai
,,,,,,Mumbai
2015 Hyundai Creta,1.6 SX CRDI Manual,"102,938 km1st OwnerDiesel","₹774,299","₹17,224/month"," ₹35,000 OFF",Mumbai
2019 Hyundai Verna,1.6 SX VTVT Manual,"11,728 km1st OwnerPetrol","₹893,199","₹19,869/month"," ₹5,000 OFF",Mumbai
2018 Volkswagen Polo,HIGH LINE PLUS 1.0 Manual,"9,207 km1st OwnerPetrol","₹655,499","₹14,581/month"," ₹20,000 OFF",Mumbai
2015 Maruti Alto K10,VXI Manual,"12,341 km2nd OwnerPetrol","₹311,499","₹6,929/month"," ₹32,000 OFF",Mumbai
2019 Tata Harrier,XZ 2.0L Kryotec Manual,"22,757 km1st OwnerDiesel","₹1,496,999","₹33,300/month"," ₹40,000 OFF",Mumbai
2018 Tata Tiago,XZ 1.2 REVOTRON Manual,"25,032 km1st OwnerPetrol","₹451,199","₹10,037/month"," ₹24,000 OFF",Mumbai
2017 Maruti Vitara Brezza,LDI OPT Manual,"70,598 km1st OwnerDiesel","₹625,799","₹13,921/month"," ₹48,000 OFF",Mumbai
2018 Ford Ecosport,TREND + 1.5 TI VCT AT ,"12,488 km1st OwnerPetrol","₹749,699","₹16,677/month"," ₹12,000 OFF",Mumbai
2016 Hyundai Verna,FLUIDIC 1.6 VTVT S Manual,"6,319 km3rd OwnerPetrol","₹520,599","₹11,580/month"," ₹28,000 OFF",Mumbai
2017 Hyundai Xcent,E PLUS Manual,"45,922 km1st OwnerPetrol","₹462,099","₹10,279/month"," ₹50,000 OFF",Mumbai
2016 Hyundai i20 Active,1.2 S Manual,"20,933 km1st OwnerPetrol","₹570,599","₹12,693/month"," ₹14,000 OFF",Mumbai
2019 Honda Civic,VX CVT i-VTEC Automatic,"15,611 km1st OwnerPetrol","₹1,429,999","₹31,810/month"," ₹50,000 OFF",Mumbai
2015 Hyundai Elite i20,MAGNA 1.4 CRDI Manual,"104,937 km1st OwnerDiesel","₹471,499","₹10,488/month"," ₹11,000 OFF",Mumbai
2009 Maruti A Star,VXI Manual,"94,540 km1st OwnerPetrol","₹186,799","₹4,155/month"," ₹10,000 OFF",Mumbai
2017 Hyundai Xcent,S 1.2 Manual,"31,123 km1st OwnerPetrol","₹448,199","₹9,970/month"," ₹24,000 OFF",Mumbai
2016 Maruti Vitara Brezza,ZDI PLUS DUAL TONE Manual,"96,919 km2nd OwnerDiesel","₹672,399","₹14,957/month"," ₹50,000 OFF",Mumbai
2016 Volkswagen Ameo,HIGHLINE 1.2 Manual,"32,750 km2nd OwnerPetrol","₹473,299","₹10,528/month"," ₹27,000 OFF",Mumbai
2015 Honda City,SV CVT PETROL Automatic,"38,714 km2nd OwnerPetrol","₹552,299","₹12,286/month"," ₹30,000 OFF",Mumbai
2016 Maruti Ertiga,VDI SHVS Manual,"130,674 km1st OwnerDiesel","₹648,899","₹14,434/month"," ₹35,000 OFF",Mumbai
2014 Hyundai Elite i20,ASTA 1.2 Manual,"80,954 km1st OwnerPetrol","₹516,499","₹11,489/month"," ₹8,000 OFF",Mumbai
,,,,,,Mumbai
,,,,,,Mumbai
2019 Hyundai GRAND I10 NIOS,SPORTZ 1.2 AT Automatic,"13,922 km1st OwnerPetrol","₹650,999","₹14,481/month"," ₹11,000 OFF",Mumbai
2019 Hyundai GRAND I10 NIOS,SPORTZ 1.2 AT Automatic,"2,047 km1st OwnerPetrol","₹709,599","₹15,785/month"," ₹21,000 OFF",Mumbai
2015 Maruti Ertiga,ZDI Manual,"49,628 km1st OwnerDiesel","₹645,499","₹14,359/month"," ₹50,000 OFF",Mumbai
2013 Honda Amaze,1.2 EXMT I VTEC Manual,"15,271 km1st OwnerPetrol","₹414,599","₹9,223/month"," ₹22,000 OFF",Mumbai
2017 Tata Hexa,Varicor 400 XT Manual,"99,380 km1st OwnerDiesel","₹898,299","₹19,982/month"," ₹21,000 OFF",Mumbai
2014 Hyundai Verna,FLUIDIC 1.6 SX VTVT Manual,"36,279 km1st OwnerPetrol","₹528,899","₹11,765/month"," ₹28,000 OFF",Mumbai
2016 Hyundai Creta,1.6 SX PLUS AUTO PETROL Automatic,"14,897 km1st OwnerPetrol","₹989,499","₹22,011/month"," ₹50,000 OFF",Mumbai
2016 Hyundai Elite i20,MAGNA 1.2 Manual,"22,594 km1st OwnerPetrol","₹510,299","₹11,351/month"," ₹30,000 OFF",Mumbai
2017 Tata Tiago,XZ 1.2 REVOTRON Manual,"16,358 km1st OwnerPetrol","₹397,099","₹8,833/month"," ₹5,000 OFF",Mumbai
2017 Maruti Dzire,ZXI AMT Automatic,"116,512 km1st OwnerPetrol","₹575,499","₹12,802/month"," ₹18,000 OFF",Mumbai
2017 Hyundai Elite i20,Magna Executive 1.2 Manual,"40,991 km1st OwnerPetrol","₹525,999","₹11,701/month"," ₹17,000 OFF",Mumbai
